Time (s),Left Tibialis Anterior A,Left Medial Gastrocnemius A,Right Tibialis Anterior A,Right Medial Gastrocnemius A,Left Rectus Femoris A,Left Medial Hamstrings A,Right Rectus Femoris A,Right Medial Hamstrings A,Left Peroneus A,Left Soleus A,Right Peroneus A,Right Soleus A
1.0355,-6.63E-06,-1.64E-05,-8.51E-05,-5.93E-05,4.38E-05,-4.15E-07,-3.15E-05,-1.33E-05,7.69E-06,1.25E-05,-0.000545326,6.37E-05
1.036,-1.02E-05,-1.59E-05,-8.25E-05,-5.83E-05,4.23E-05,3.99E-07,-2.97E-05,-1.32E-05,8.61E-06,1.21E-05,-0.000516753,7.00E-05
1.0365,-1.40E-05,-1.33E-05,-8.23E-05,-5.78E-05,4.07E-05,2.79E-06,-2.81E-05,-1.29E-05,1.21E-05,1.21E-05,-0.000437412,7.21E-05
1.037,-1.21E-05,-1.12E-05,-8.21E-05,-5.63E-05,3.97E-05,5.74E-06,-2.69E-05,-1.22E-05,1.60E-05,1.10E-05,-0.000359614,7.08E-05
1.0375,-3.11E-06,-1.11E-05,-7.90E-05,-5.40E-05,3.95E-05,8.41E-06,-2.59E-05,-1.16E-05,1.85E-05,8.06E-06,-0.000331295,6.85E-05
1.038,9.38E-06,-1.17E-05,-7.21E-05,-5.16E-05,3.97E-05,1.05E-05,-2.49E-05,-1.17E-05,2.03E-05,5.08E-06,-0.000337306,6.80E-05
1.0385,2.46E-05,-1.03E-05,-6.23E-05,-4.91E-05,3.93E-05,1.23E-05,-2.44E-05,-1.11E-05,2.32E-05,4.29E-06,-0.000321558,6.95E-05
1.039,4.35E-05,-5.83E-06,-5.17E-05,-4.59E-05,3.85E-05,1.44E-05,-2.42E-05,-8.69E-06,2.72E-05,5.84E-06,-0.0002512,7.16E-05
1.0395,6.19E-05,-1.73E-07,-4.23E-05,-4.25E-05,3.74E-05,1.66E-05,-2.35E-05,-4.61E-06,3.08E-05,8.13E-06,-0.000143072,7.24E-05
1.04,7.12E-05,3.97E-06,-3.54E-05,-3.94E-05,3.65E-05,1.80E-05,-2.26E-05,-6.59E-07,3.28E-05,1.06E-05,-3.81E-05,7.11E-05
1.0405,6.71E-05,6.31E-06,-3.03E-05,-3.64E-05,3.58E-05,1.87E-05,-2.24E-05,1.08E-06,3.35E-05,1.44E-05,3.70E-05,6.60E-05
1.041,5.58E-05,8.12E-06,-2.64E-05,-3.36E-05,3.43E-05,1.92E-05,-2.37E-05,1.55E-06,3.34E-05,1.93E-05,8.36E-05,5.46E-05
1.0415,4.76E-05,1.06E-05,-2.17E-05,-3.09E-05,3.29E-05,1.97E-05,-2.61E-05,2.21E-06,3.32E-05,2.25E-05,0.000114643,3.95E-05
1.042,4.65E-05,1.34E-05,-1.68E-05,-2.79E-05,3.26E-05,2.08E-05,-2.84E-05,1.76E-06,3.29E-05,2.32E-05,0.0001394,2.96E-05
1.0425,4.82E-05,1.43E-05,-1.42E-05,-2.60E-05,3.23E-05,2.22E-05,-2.96E-05,-5.89E-07,3.34E-05,2.20E-05,0.000167624,2.80E-05
1.043,4.98E-05,1.32E-05,-1.44E-05,-2.72E-05,3.22E-05,2.30E-05,-2.93E-05,-3.72E-06,3.51E-05,1.99E-05,0.00020711,2.99E-05
1.0435,5.42E-05,1.24E-05,-1.48E-05,-3.14E-05,3.18E-05,2.42E-05,-2.79E-05,-4.19E-06,3.65E-05,1.96E-05,0.000257469,3.04E-05
1.044,6.20E-05,1.28E-05,-1.42E-05,-3.74E-05,3.09E-05,2.59E-05,-2.54E-05,-1.31E-06,3.83E-05,2.24E-05,0.000312304,2.89E-05
1.0445,6.60E-05,1.50E-05,-1.30E-05,-4.28E-05,2.94E-05,2.62E-05,-2.21E-05,2.30E-06,4.18E-05,2.62E-05,0.000361667,2.85E-05
1.045,6.11E-05,1.88E-05,-1.25E-05,-4.68E-05,2.73E-05,2.47E-05,-1.91E-05,4.81E-06,4.46E-05,2.99E-05,0.000390775,3.02E-05
1.0455,5.15E-05,2.13E-05,-1.22E-05,-4.99E-05,2.56E-05,2.30E-05,-1.77E-05,5.44E-06,4.26E-05,3.31E-05,0.000384062,3.06E-05
1.046,4.01E-05,2.08E-05,-1.24E-05,-5.36E-05,2.46E-05,2.21E-05,-1.78E-05,5.15E-06,3.72E-05,3.47E-05,0.000335973,2.86E-05
1.0465,2.28E-05,1.87E-05,-1.50E-05,-5.69E-05,2.38E-05,2.18E-05,-1.84E-05,4.44E-06,3.35E-05,3.30E-05,0.000244838,2.78E-05
1.047,-4.49E-06,1.77E-05,-2.16E-05,-5.78E-05,2.22E-05,2.11E-05,-1.78E-05,3.50E-06,3.50E-05,2.85E-05,0.00011187,3.09E-05
1.0475,-3.54E-05,1.77E-05,-3.25E-05,-5.64E-05,2.02E-05,1.98E-05,-1.60E-05,3.25E-06,4.03E-05,2.42E-05,-3.36E-05,3.81E-05
1.048,-5.33E-05,1.75E-05,-4.49E-05,-5.33E-05,1.83E-05,1.86E-05,-1.42E-05,3.09E-06,4.33E-05,2.18E-05,-0.000126925,4.83E-05
1.0485,-4.34E-05,1.56E-05,-5.17E-05,-4.89E-05,1.66E-05,1.78E-05,-1.28E-05,1.55E-06,4.05E-05,2.13E-05,-0.000128581,6.14E-05
1.049,-6.98E-06,1.06E-05,-4.90E-05,-4.28E-05,1.50E-05,1.71E-05,-1.19E-05,-7.34E-07,3.42E-05,2.13E-05,-6.93E-05,7.57E-05
1.0495,3.60E-05,2.18E-06,-4.02E-05,-3.71E-05,1.34E-05,1.60E-05,-1.13E-05,-2.02E-06,2.71E-05,1.94E-05,-7.96E-06,8.59E-05
1.05,6.15E-05,-6.44E-06,-3.27E-05,-3.35E-05,1.17E-05,1.52E-05,-1.12E-05,-1.54E-06,1.94E-05,1.56E-05,3.15E-05,8.75E-05
1.0505,6.13E-05,-1.14E-05,-3.15E-05,-3.18E-05,1.00E-05,1.48E-05,-1.13E-05,-3.46E-07,1.06E-05,1.34E-05,5.79E-05,8.18E-05
1.051,4.68E-05,-1.28E-05,-3.61E-05,-3.08E-05,7.77E-06,1.45E-05,-1.11E-05,-5.35E-07,2.90E-06,1.25E-05,7.85E-05,7.40E-05
1.0515,3.37E-05,-1.31E-05,-4.33E-05,-3.06E-05,5.41E-06,1.41E-05,-1.06E-05,-3.31E-06,4.86E-07,1.04E-05,9.03E-05,6.83E-05
1.052,2.84E-05,-1.36E-05,-4.90E-05,-3.22E-05,3.36E-06,1.39E-05,-9.68E-06,-7.16E-06,4.79E-06,7.89E-06,9.25E-05,6.35E-05
1.0525,2.86E-05,-1.31E-05,-5.12E-05,-3.55E-05,2.12E-06,1.50E-05,-8.88E-06,-9.52E-06,1.30E-05,7.60E-06,9.14E-05,5.59E-05
1.053,2.63E-05,-1.14E-05,-4.84E-05,-3.95E-05,1.63E-06,1.80E-05,-8.63E-06,-9.11E-06,1.86E-05,9.50E-06,9.55E-05,4.06E-05
1.0535,1.23E-05,-9.18E-06,-4.19E-05,-4.42E-05,1.27E-06,2.20E-05,-8.29E-06,-7.35E-06,1.15E-05,1.17E-05,0.000105608,1.44E-05
1.054,-1.29E-05,-7.77E-06,-3.59E-05,-5.02E-05,1.12E-06,2.55E-05,-8.15E-06,-6.85E-06,-1.55E-05,1.40E-05,0.000114463,-1.65E-05
1.0545,-3.80E-05,-7.24E-06,-3.45E-05,-5.77E-05,1.07E-06,2.75E-05,-9.03E-06,-7.69E-06,-5.76E-05,1.73E-05,0.000115075,-3.80E-05
1.055,-5.33E-05,-7.74E-06,-3.83E-05,-6.50E-05,4.88E-07,2.91E-05,-9.67E-06,-8.85E-06,-9.96E-05,2.03E-05,0.000107572,-4.15E-05
1.0555,-5.63E-05,-9.70E-06,-4.26E-05,-6.85E-05,-5.04E-08,3.06E-05,-8.76E-06,-1.02E-05,-0.000122015,2.17E-05,9.84E-05,-3.22E-05
1.056,-4.77E-05,-1.09E-05,-4.18E-05,-6.62E-05,3.75E-07,3.23E-05,-6.59E-06,-1.17E-05,-0.000107888,2.23E-05,9.26E-05,-1.92E-05
1.0565,-3.06E-05,-8.25E-06,-3.52E-05,-5.98E-05,1.55E-06,3.40E-05,-3.50E-06,-1.33E-05,-5.19E-05,2.26E-05,9.07E-05,-3.71E-06
1.057,-1.08E-05,-3.16E-06,-2.63E-05,-5.14E-05,2.55E-06,3.52E-05,1.43E-07,-1.37E-05,3.08E-05,2.24E-05,9.08E-05,1.48E-05
1.0575,6.66E-06,1.91E-07,-1.99E-05,-4.35E-05,2.65E-06,3.68E-05,4.26E-06,-1.19E-05,0.000108868,2.11E-05,9.09E-05,3.15E-05
1.058,2.25E-05,4.32E-07,-1.85E-05,-3.86E-05,2.56E-06,3.90E-05,8.80E-06,-8.52E-06,0.000157642,1.82E-05,8.99E-05,4.12E-05
1.0585,3.66E-05,-3.51E-07,-2.05E-05,-3.62E-05,2.81E-06,4.11E-05,1.27E-05,-5.45E-06,0.000173664,1.36E-05,8.80E-05,4.40E-05
1.059,4.22E-05,-1.77E-07,-2.24E-05,-3.47E-05,3.00E-06,4.23E-05,1.53E-05,-4.03E-06,0.00016578,8.60E-06,8.57E-05,4.38E-05
1.0595,3.38E-05,1.00E-06,-2.32E-05,-3.40E-05,3.75E-06,4.25E-05,1.70E-05,-3.71E-06,0.000142824,5.59E-06,8.34E-05,4.27E-05
1.06,1.36E-05,2.27E-06,-2.48E-05,-3.53E-05,5.66E-06,4.26E-05,1.89E-05,-3.34E-06,0.000112974,4.92E-06,8.09E-05,4.17E-05
1.0605,-8.92E-06,3.53E-06,-2.76E-05,-3.75E-05,7.75E-06,4.28E-05,2.08E-05,-2.37E-06,8.40E-05,5.12E-06,7.85E-05,4.13E-05
1.061,-2.39E-05,6.38E-06,-3.03E-05,-3.97E-05,9.03E-06,4.20E-05,2.19E-05,-8.82E-07,6.08E-05,5.92E-06,7.61E-05,4.22E-05
1.0615,-2.50E-05,1.20E-05,-3.12E-05,-4.16E-05,9.76E-06,3.99E-05,2.23E-05,4.22E-07,4.42E-05,8.47E-06,7.41E-05,4.38E-05
1.062,-1.09E-05,1.89E-05,-2.96E-05,-4.30E-05,1.07E-05,3.75E-05,2.23E-05,9.16E-07,3.26E-05,1.24E-05,7.24E-05,4.58E-05
1.0625,1.41E-05,2.42E-05,-2.64E-05,-4.32E-05,1.21E-05,3.54E-05,2.24E-05,5.96E-07,2.36E-05,1.55E-05,7.13E-05,4.67E-05
1.063,4.35E-05,2.72E-05,-2.40E-05,-4.19E-05,1.34E-05,3.37E-05,2.22E-05,2.89E-08,1.61E-05,1.67E-05,7.01E-05,4.59E-05
1.0635,7.12E-05,2.91E-05,-2.39E-05,-4.00E-05,1.49E-05,3.15E-05,2.18E-05,-8.14E-08,1.07E-05,1.71E-05,6.83E-05,4.40E-05
1.064,9.36E-05,3.07E-05,-2.58E-05,-3.84E-05,1.66E-05,2.81E-05,2.17E-05,4.81E-07,8.05E-06,1.83E-05,6.53E-05,4.24E-05
1.0645,0.00010648,3.24E-05,-2.81E-05,-3.72E-05,1.83E-05,2.37E-05,2.14E-05,6.15E-07,1.01E-05,2.09E-05,6.09E-05,4.18E-05
1.065,0.000104871,3.40E-05,-3.02E-05,-3.70E-05,1.93E-05,1.83E-05,1.98E-05,-9.44E-07,1.91E-05,2.39E-05,5.52E-05,4.12E-05
1.0655,8.78E-05,3.51E-05,-3.30E-05,-3.76E-05,1.95E-05,1.20E-05,1.69E-05,-3.67E-06,3.38E-05,2.66E-05,4.85E-05,3.97E-05
1.066,6.08E-05,3.51E-05,-3.62E-05,-3.79E-05,1.99E-05,5.85E-06,1.44E-05,-6.09E-06,4.74E-05,2.76E-05,4.13E-05,3.81E-05
1.0665,3.40E-05,3.35E-05,-3.85E-05,-3.81E-05,2.10E-05,1.42E-06,1.32E-05,-7.19E-06,5.27E-05,2.53E-05,3.47E-05,3.74E-05
1.067,1.49E-05,2.96E-05,-3.99E-05,-3.90E-05,2.26E-05,-8.45E-07,1.29E-05,-6.64E-06,4.76E-05,2.07E-05,2.93E-05,3.90E-05
1.0675,6.06E-06,2.55E-05,-4.20E-05,-3.98E-05,2.39E-05,-2.62E-06,1.26E-05,-4.87E-06,3.55E-05,1.79E-05,2.48E-05,4.45E-05
1.068,4.43E-06,2.31E-05,-4.42E-05,-3.95E-05,2.43E-05,-5.90E-06,1.18E-05,-4.31E-06,2.25E-05,1.69E-05,2.09E-05,5.38E-05
1.0685,3.45E-06,2.12E-05,-4.46E-05,-3.90E-05,2.38E-05,-9.54E-06,1.08E-05,-5.58E-06,1.39E-05,1.47E-05,1.91E-05,6.58E-05
1.069,-2.39E-06,1.83E-05,-4.26E-05,-3.83E-05,2.28E-05,-1.24E-05,9.60E-06,-6.88E-06,9.03E-06,1.10E-05,1.85E-05,7.77E-05
1.0695,-1.11E-05,1.40E-05,-4.07E-05,-3.85E-05,2.16E-05,-1.44E-05,8.51E-06,-7.56E-06,6.50E-06,7.24E-06,1.65E-05,8.70E-05
1.07,-1.57E-05,9.75E-06,-4.25E-05,-4.07E-05,2.10E-05,-1.53E-05,7.61E-06,-9.46E-06,5.66E-06,5.54E-06,1.39E-05,9.27E-05
1.0705,-1.32E-05,6.95E-06,-4.66E-05,-4.39E-05,2.15E-05,-1.59E-05,7.07E-06,-1.30E-05,4.08E-06,6.21E-06,1.19E-05,9.42E-05
1.071,-6.41E-06,4.63E-06,-5.12E-05,-4.65E-05,2.15E-05,-1.63E-05,6.58E-06,-1.51E-05,7.56E-07,7.79E-06,1.02E-05,9.07E-05
1.0715,1.02E-07,3.07E-06,-5.64E-05,-4.89E-05,2.06E-05,-1.65E-05,6.12E-06,-1.47E-05,-3.57E-06,1.03E-05,5.02E-06,8.50E-05
1.072,4.14E-06,1.82E-06,-6.15E-05,-5.25E-05,1.95E-05,-1.60E-05,5.69E-06,-1.40E-05,-7.68E-06,1.37E-05,-4.63E-06,8.16E-05
1.0725,5.34E-06,-1.71E-07,-6.53E-05,-5.69E-05,1.87E-05,-1.42E-05,5.32E-06,-1.40E-05,-1.17E-05,1.59E-05,-1.41E-05,7.91E-05
1.073,2.45E-06,-1.54E-06,-6.58E-05,-6.03E-05,1.84E-05,-1.18E-05,5.01E-06,-1.53E-05,-1.52E-05,1.54E-05,-1.75E-05,7.12E-05
1.0735,-3.90E-06,-2.36E-06,-6.38E-05,-6.14E-05,1.83E-05,-9.77E-06,4.76E-06,-1.73E-05,-1.66E-05,1.30E-05,-1.38E-05,5.32E-05
1.074,-1.06E-05,-3.39E-06,-6.06E-05,-6.07E-05,1.87E-05,-8.81E-06,4.58E-06,-1.86E-05,-1.52E-05,1.10E-05,-5.62E-06,2.56E-05
1.0745,-1.25E-05,-4.41E-06,-5.65E-05,-5.92E-05,1.88E-05,-8.15E-06,4.76E-06,-1.81E-05,-1.21E-05,1.00E-05,4.41E-06,-6.86E-06
1.075,-5.97E-06,-5.50E-06,-5.27E-05,-5.77E-05,1.85E-05,-7.03E-06,5.60E-06,-1.68E-05,-9.19E-06,8.90E-06,1.45E-05,-3.81E-05
1.0755,6.65E-06,-6.77E-06,-5.02E-05,-5.81E-05,1.81E-05,-4.91E-06,6.55E-06,-1.63E-05,-7.96E-06,7.38E-06,2.32E-05,-6.21E-05
1.076,1.24E-05,-7.38E-06,-5.02E-05,-6.23E-05,1.79E-05,-1.85E-06,6.69E-06,-1.72E-05,-8.22E-06,6.66E-06,2.77E-05,-7.50E-05
1.0765,-7.47E-07,-6.10E-06,-5.13E-05,-6.81E-05,1.82E-05,1.60E-06,6.10E-06,-1.83E-05,-7.66E-06,6.64E-06,2.70E-05,-7.42E-05
1.077,-2.69E-05,-2.65E-06,-5.21E-05,-7.07E-05,1.88E-05,4.75E-06,5.66E-06,-1.87E-05,-4.81E-06,6.60E-06,2.31E-05,-6.24E-05
1.0775,-4.68E-05,2.60E-06,-5.22E-05,-6.67E-05,1.93E-05,7.23E-06,6.02E-06,-1.77E-05,-4.10E-07,6.48E-06,1.95E-05,-4.85E-05
1.078,-4.90E-05,9.44E-06,-5.15E-05,-5.77E-05,2.01E-05,9.11E-06,7.02E-06,-1.58E-05,3.36E-06,7.41E-06,1.82E-05,-4.03E-05
1.0785,-3.81E-05,1.52E-05,-4.97E-05,-4.92E-05,2.12E-05,1.07E-05,7.91E-06,-1.48E-05,5.56E-06,9.86E-06,1.95E-05,-3.98E-05
1.079,-2.50E-05,1.77E-05,-4.72E-05,-4.47E-05,2.20E-05,1.20E-05,8.39E-06,-1.50E-05,7.23E-06,1.29E-05,2.30E-05,-4.25E-05
1.0795,-1.33E-05,1.86E-05,-4.46E-05,-4.48E-05,2.23E-05,1.31E-05,8.81E-06,-1.63E-05,9.11E-06,1.56E-05,2.74E-05,-4.26E-05
1.08,5.39E-06,2.01E-05,-4.39E-05,-4.84E-05,2.20E-05,1.45E-05,9.78E-06,-1.78E-05,1.08E-05,1.68E-05,3.10E-05,-3.59E-05
1.0805,3.85E-05,2.07E-05,-4.64E-05,-5.51E-05,2.20E-05,1.69E-05,1.15E-05,-1.75E-05,1.28E-05,1.55E-05,3.30E-05,-2.18E-05
1.081,7.88E-05,1.96E-05,-5.07E-05,-6.38E-05,2.25E-05,2.05E-05,1.33E-05,-1.45E-05,1.47E-05,1.33E-05,3.24E-05,-2.02E-06
1.0815,0.000109667,1.75E-05,-5.48E-05,-7.12E-05,2.32E-05,2.44E-05,1.45E-05,-1.09E-05,1.45E-05,1.14E-05,2.85E-05,1.90E-05
1.082,0.000120974,1.68E-05,-5.65E-05,-7.22E-05,2.51E-05,2.79E-05,1.51E-05,-9.44E-06,1.19E-05,1.06E-05,2.25E-05,3.78E-05
1.0825,0.000116161,1.91E-05,-5.41E-05,-6.57E-05,2.84E-05,3.09E-05,1.57E-05,-9.58E-06,1.10E-05,1.06E-05,2.00E-05,5.33E-05
1.083,0.000106652,2.42E-05,-4.79E-05,-5.55E-05,3.16E-05,3.30E-05,1.63E-05,-1.03E-05,1.50E-05,1.09E-05,2.43E-05,6.49E-05
1.0835,0.000101605,2.97E-05,-4.05E-05,-4.58E-05,3.34E-05,3.37E-05,1.62E-05,-1.12E-05,2.02E-05,1.15E-05,3.23E-05,7.26E-05
1.084,0.000103089,3.32E-05,-3.39E-05,-3.74E-05,3.37E-05,3.29E-05,1.55E-05,-1.29E-05,2.02E-05,1.25E-05,3.96E-05,7.72E-05
1.0845,0.000106681,3.49E-05,-2.83E-05,-3.01E-05,3.29E-05,3.10E-05,1.56E-05,-1.48E-05,1.51E-05,1.34E-05,4.51E-05,8.17E-05
1.085,0.00010107,3.61E-05,-2.36E-05,-2.54E-05,3.12E-05,2.86E-05,1.59E-05,-1.49E-05,1.18E-05,1.47E-05,4.93E-05,8.77E-05
1.0855,7.54E-05,3.73E-05,-2.06E-05,-2.40E-05,2.91E-05,2.69E-05,1.60E-05,-1.30E-05,1.58E-05,1.67E-05,5.26E-05,9.29E-05
1.086,3.32E-05,3.73E-05,-1.95E-05,-2.49E-05,2.76E-05,2.59E-05,1.60E-05,-1.10E-05,2.66E-05,1.90E-05,5.40E-05,9.55E-05
1.0865,-8.16E-06,3.46E-05,-1.94E-05,-2.67E-05,2.59E-05,2.44E-05,1.57E-05,-1.04E-05,3.78E-05,2.00E-05,5.32E-05,9.56E-05
1.087,-3.70E-05,2.90E-05,-1.92E-05,-2.77E-05,2.44E-05,2.15E-05,1.46E-05,-1.16E-05,4.26E-05,1.81E-05,5.16E-05,9.46E-05
1.0875,-5.57E-05,2.21E-05,-1.83E-05,-2.68E-05,2.33E-05,1.86E-05,1.34E-05,-1.39E-05,4.03E-05,1.43E-05,5.03E-05,9.38E-05
1.088,-7.05E-05,1.53E-05,-1.72E-05,-2.53E-05,2.27E-05,1.68E-05,1.32E-05,-1.60E-05,3.39E-05,9.93E-06,4.91E-05,9.28E-05
1.0885,-7.86E-05,9.97E-06,-1.82E-05,-2.54E-05,2.23E-05,1.67E-05,1.35E-05,-1.75E-05,2.72E-05,5.61E-06,4.75E-05,9.08E-05
1.089,-6.85E-05,7.06E-06,-2.19E-05,-2.80E-05,2.22E-05,1.76E-05,1.31E-05,-1.94E-05,2.35E-05,2.47E-06,4.49E-05,8.75E-05
1.0895,-3.77E-05,6.39E-06,-2.73E-05,-3.25E-05,2.21E-05,1.82E-05,1.15E-05,-2.23E-05,2.37E-05,1.66E-06,4.10E-05,8.40E-05
1.09,-8.19E-07,6.79E-06,-3.30E-05,-3.76E-05,2.21E-05,1.77E-05,9.28E-06,-2.53E-05,2.50E-05,2.84E-06,3.65E-05,8.14E-05
1.0905,2.54E-05,7.73E-06,-3.82E-05,-4.18E-05,2.14E-05,1.63E-05,7.07E-06,-2.80E-05,2.40E-05,4.71E-06,3.21E-05,7.88E-05
1.091,3.76E-05,9.32E-06,-4.27E-05,-4.47E-05,1.99E-05,1.49E-05,5.08E-06,-2.95E-05,2.06E-05,6.68E-06,2.83E-05,7.29E-05
1.0915,4.14E-05,1.08E-05,-4.64E-05,-4.64E-05,1.72E-05,1.37E-05,3.55E-06,-2.96E-05,1.75E-05,9.03E-06,2.51E-05,6.30E-05
1.092,3.90E-05,1.17E-05,-5.01E-05,-4.81E-05,1.38E-05,1.27E-05,2.28E-06,-2.90E-05,1.70E-05,1.17E-05,2.31E-05,5.16E-05
1.0925,3.02E-05,1.28E-05,-5.40E-05,-5.02E-05,1.06E-05,1.21E-05,1.16E-06,-2.91E-05,1.82E-05,1.38E-05,2.17E-05,4.24E-05
1.093,2.00E-05,1.36E-05,-5.66E-05,-5.19E-05,8.28E-06,1.18E-05,5.66E-07,-3.11E-05,1.86E-05,1.57E-05,2.03E-05,3.65E-05
1.0935,1.44E-05,1.28E-05,-5.71E-05,-5.22E-05,7.59E-06,1.07E-05,4.98E-07,-3.37E-05,1.65E-05,1.77E-05,1.91E-05,3.39E-05
1.094,1.48E-05,9.90E-06,-5.68E-05,-5.17E-05,8.25E-06,9.38E-06,2.54E-07,-3.41E-05,1.36E-05,1.85E-05,1.83E-05,3.29E-05
1.0945,2.11E-05,6.49E-06,-5.73E-05,-5.14E-05,9.46E-06,8.42E-06,2.07E-07,-3.15E-05,1.31E-05,1.77E-05,1.82E-05,3.18E-05
1.095,3.26E-05,6.10E-06,-5.82E-05,-5.16E-05,1.03E-05,7.96E-06,7.30E-07,-2.80E-05,1.43E-05,1.73E-05,1.90E-05,3.12E-05
1.0955,4.45E-05,9.43E-06,-5.91E-05,-5.20E-05,1.14E-05,8.39E-06,8.23E-07,-2.64E-05,1.52E-05,1.88E-05,2.02E-05,3.26E-05
1.096,5.03E-05,1.41E-05,-5.94E-05,-5.29E-05,1.24E-05,9.41E-06,7.39E-08,-2.62E-05,1.70E-05,1.99E-05,2.25E-05,3.50E-05
1.0965,4.45E-05,1.66E-05,-5.82E-05,-5.38E-05,1.30E-05,1.05E-05,-7.50E-07,-2.56E-05,2.26E-05,1.90E-05,2.95E-05,3.68E-05
1.097,2.98E-05,1.69E-05,-5.59E-05,-5.33E-05,1.45E-05,1.24E-05,-1.35E-06,-2.45E-05,3.13E-05,1.70E-05,4.50E-05,3.78E-05
1.0975,1.33E-05,1.54E-05,-5.26E-05,-5.19E-05,1.70E-05,1.48E-05,-2.47E-06,-2.43E-05,3.43E-05,1.62E-05,7.40E-05,3.82E-05
1.098,8.26E-07,1.37E-05,-4.81E-05,-5.07E-05,1.91E-05,1.80E-05,-3.72E-06,-2.57E-05,2.53E-05,1.81E-05,0.000119194,3.86E-05
1.0985,-6.42E-06,1.39E-05,-4.35E-05,-4.89E-05,2.12E-05,2.19E-05,-4.19E-06,-2.53E-05,1.22E-05,2.00E-05,0.000175437,3.97E-05
1.099,-1.03E-05,1.61E-05,-3.92E-05,-4.70E-05,2.31E-05,2.58E-05,-3.50E-06,-2.25E-05,4.69E-06,1.87E-05,0.00023332,4.07E-05
1.0995,-1.25E-05,1.78E-05,-3.43E-05,-4.63E-05,2.50E-05,3.03E-05,-1.94E-06,-1.87E-05,5.25E-06,1.48E-05,0.000292712,4.12E-05
1.1,-1.51E-05,1.89E-05,-3.02E-05,-4.68E-05,2.67E-05,3.50E-05,-1.19E-06,-1.63E-05,1.17E-05,1.11E-05,0.000361829,4.16E-05
1.1005,-1.78E-05,2.06E-05,-2.80E-05,-4.72E-05,2.75E-05,3.88E-05,-2.01E-06,-1.53E-05,2.10E-05,9.28E-06,0.000439866,4.16E-05
1.101,-1.68E-05,2.38E-05,-2.69E-05,-4.63E-05,2.73E-05,4.12E-05,-2.62E-06,-1.49E-05,3.28E-05,9.85E-06,0.000502983,4.10E-05
1.1015,-1.01E-05,2.72E-05,-2.71E-05,-4.50E-05,2.63E-05,4.40E-05,-2.38E-06,-1.45E-05,4.69E-05,1.22E-05,0.000508721,3.94E-05
1.102,-5.21E-07,3.02E-05,-2.95E-05,-4.36E-05,2.47E-05,4.86E-05,-2.37E-06,-1.35E-05,5.95E-05,1.49E-05,0.000425827,3.79E-05
1.1025,7.74E-06,3.35E-05,-3.48E-05,-4.17E-05,2.30E-05,5.38E-05,-2.86E-06,-1.24E-05,6.59E-05,1.71E-05,0.000261944,3.73E-05
1.103,1.30E-05,3.66E-05,-4.20E-05,-3.87E-05,2.17E-05,5.77E-05,-3.45E-06,-1.18E-05,6.42E-05,1.86E-05,5.92E-05,3.80E-05
1.1035,1.66E-05,3.82E-05,-5.00E-05,-3.61E-05,2.18E-05,5.94E-05,-4.06E-06,-1.22E-05,5.72E-05,1.95E-05,-0.000133619,3.90E-05
1.104,2.09E-05,3.79E-05,-5.86E-05,-3.59E-05,2.31E-05,6.02E-05,-4.61E-06,-1.28E-05,4.95E-05,1.96E-05,-0.00028767,3.92E-05
1.1045,2.70E-05,3.62E-05,-6.52E-05,-3.84E-05,2.49E-05,6.18E-05,-4.58E-06,-1.27E-05,4.42E-05,1.85E-05,-0.000407538,3.87E-05
1.105,3.37E-05,3.43E-05,-6.60E-05,-4.20E-05,2.58E-05,6.37E-05,-4.10E-06,-1.16E-05,4.14E-05,1.56E-05,-0.000512991,3.79E-05
1.1055,3.94E-05,3.36E-05,-5.94E-05,-4.38E-05,2.55E-05,6.53E-05,-4.36E-06,-1.03E-05,3.96E-05,1.20E-05,-0.000583654,3.71E-05
1.106,4.47E-05,3.37E-05,-4.74E-05,-4.30E-05,2.54E-05,6.56E-05,-5.69E-06,-9.69E-06,3.71E-05,9.92E-06,-0.000549323,3.72E-05
1.1065,5.02E-05,3.38E-05,-3.55E-05,-4.12E-05,2.61E-05,6.46E-05,-7.37E-06,-1.06E-05,3.39E-05,1.11E-05,-0.00038374,3.82E-05
1.107,5.50E-05,3.34E-05,-2.90E-05,-3.98E-05,2.83E-05,6.26E-05,-9.36E-06,-1.28E-05,3.02E-05,1.48E-05,-0.000173152,3.94E-05
1.1075,5.85E-05,3.17E-05,-2.91E-05,-3.92E-05,3.08E-05,6.04E-05,-1.15E-05,-1.53E-05,2.59E-05,1.84E-05,-3.59E-05,3.98E-05
1.108,6.04E-05,2.90E-05,-3.22E-05,-3.82E-05,3.25E-05,5.78E-05,-1.30E-05,-1.66E-05,2.11E-05,2.05E-05,-2.92E-06,3.92E-05
1.1085,6.08E-05,2.71E-05,-3.40E-05,-3.62E-05,3.30E-05,5.43E-05,-1.38E-05,-1.57E-05,1.61E-05,2.14E-05,-1.83E-05,3.76E-05
1.109,6.26E-05,2.61E-05,-3.51E-05,-3.52E-05,3.30E-05,5.06E-05,-1.39E-05,-1.36E-05,1.17E-05,2.26E-05,-2.54E-05,3.48E-05
1.1095,6.65E-05,2.50E-05,-4.15E-05,-3.79E-05,3.24E-05,4.73E-05,-1.36E-05,-1.27E-05,8.87E-06,2.31E-05,-2.13E-05,3.04E-05
